time,T_measured,T_predicted_60s,error,action_taken,power_W,estimated_C,estimated_eps
1055,76.72773473569957,67.02928656568878,11.117646993007142,NOMINAL,30.0,500.0,0.98
1060,76.74866902808337,67.13660258880839,11.011238316367823,NOMINAL,30.0,500.0,0.98
1065,76.70685443751593,67.2422149013309,10.843718075624864,NOMINAL,30.0,500.0,0.98
1070,76.330787723222,67.3461186257851,10.34358915634131,NOMINAL,30.0,500.0,0.98
1075,76.97294186929437,67.4483089770352,10.863330554224348,NOMINAL,30.0,500.0,0.98
1080,76.30984953289048,67.54878126062198,10.079480825368634,NOMINAL,30.0,500.0,0.98
1085,76.67842634723833,67.64753087113445,10.328961391275143,NOMINAL,30.0,500.0,0.98
1090,76.65249475006853,67.7445532906114,10.1856003692629,NOMINAL,30.0,500.0,0.98
1095,77.03222063338235,67.83984408697313,10.449569224183008,NOMINAL,30.0,500.0,0.98
1100,78.2424849243033,67.93339891248206,11.545754351183504,NOMINAL,30.0,500.0,0.98
1105,76.24315909666471,68.02521350223373,9.434032589177363,NOMINAL,30.0,500.0,0.98
1110,77.6093208160336,68.11528367267505,10.689486867714237,NOMINAL,30.0,500.0,0.98
1115,76.54699385240966,68.20360532015263,9.518146121495107,NOMINAL,30.0,500.0,0.98
1120,77.20230808535376,68.2901744194885,10.066145297284663,NOMINAL,30.0,500.0,0.98
1125,78.06543189258451,68.37498702258398,10.823657744259549,NOMINAL,30.0,500.0,0.98
1130,77.63353876466584,68.4580392570511,10.287861830417285,NOMINAL,30.0,500.0,0.98
1135,77.1407274072991,68.53932732487112,9.692861046557368,NOMINAL,30.0,500.0,0.98
1140,77.39790721169618,68.61884750108067,9.849569478313867,NOMINAL,30.0,500.0,0.98
1145,78.16907484085075,68.69659613248359,10.521988394054773,NOMINAL,30.0,500.0,0.98
1150,77.53556663245259,68.77256963638979,9.791458649394613,NOMINAL,30.0,500.0,0.98
1155,78.07820980812562,68.84676449937973,10.238811898001131,NOMINAL,30.0,500.0,0.98
1160,78.05975313057405,68.91917727609479,10.12680125028038,NOMINAL,30.0,500.0,0.98
1165,77.77590946211787,68.98980458805289,9.751143833421693,NOMINAL,30.0,500.0,0.98
1170,79.23617947489467,69.05864312248929,11.121344503080792,NOMINAL,30.0,500.0,0.98
1175,78.54141978968599,69.12568963122163,10.338263983658095,NOMINAL,30.0,500.0,0.98
1180,77.26989661517165,69.19094092954015,8.980172508977361,NOMINAL,30.0,500.0,0.98
1185,78.43145724674707,69.25439389512167,10.056921322499022,NOMINAL,30.0,500.0,0.98
1190,78.06085339828246,69.31604546696707,9.603266010447896,NOMINAL,30.0,500.0,0.98
1195,78.86923404857444,69.37589264436264,10.330359349606425,NOMINAL,30.0,500.0,0.98
1200,78.09578185854656,69.43393248586472,9.47738772582909,NOMINAL,30.0,500.0,0.98
1205,78.48145287360825,69.49016210830678,9.785310837689337,NOMINAL,30.0,500.0,0.98
1210,78.83584758033014,69.54457868582983,10.063732754416193,NOMINAL,30.0,500.0,0.98
1215,79.05851835928355,69.59717944893401,10.212209369969187,NOMINAL,30.0,500.0,0.98
1220,78.06553338387768,69.64796168355372,9.14681230308527,NOMINAL,30.0,500.0,0.98
1225,78.53622586064174,69.69692273015318,9.546878138745143,NOMINAL,30.0,500.0,0.98
1230,78.50155287439809,69.7440599828438,9.44336727450603,NOMINAL,30.0,500.0,0.98
1235,78.44566425101378,69.78937088852302,9.320432784387592,NOMINAL,30.0,500.0,0.98
1240,79.68611376680707,69.83285294603434,10.49563162938847,NOMINAL,30.0,500.0,0.98
1245,79.03468990937213,69.87450370534634,9.78075541939748,NOMINAL,30.0,500.0,0.98
1250,78.2283243265147,69.91432076675437,8.912738863190981,NOMINAL,30.0,500.0,0.98
1255,79.3420196124042,69.95230178010053,9.966587555624116,NOMINAL,30.0,500.0,0.98
1260,79.96624442822083,69.98844444401396,10.532773099293266,NOMINAL,30.0,500.0,0.98
1265,79.44123230340597,70.02274650517114,9.95153190677911,NOMINAL,30.0,500.0,0.98
1270,78.18290400909925,70.05520575757481,8.63878757505384,NOMINAL,30.0,500.0,0.98
1275,78.71581759843455,70.08582004185229,9.119100926724727,NOMINAL,30.0,500.0,0.98
1280,79.60449254914852,70.11458724457265,9.956994153568417,NOMINAL,30.0,500.0,0.98
1285,78.62806167551116,70.14150529758217,8.931602729365409,NOMINAL,30.0,500.0,0.98
1290,79.21242307096978,70.16657217735792,9.46882735342669,NOMINAL,30.0,500.0,0.98
1295,79.38420529072559,70.18978590437996,9.595299134031364,NOMINAL,30.0,500.0,0.98
1300,78.53755636006287,70.21114454252091,8.705168597596582,NOMINAL,30.0,500.0,0.98
1305,78.97315116252726,70.2306461984532,9.099113077675511,NOMINAL,30.0,500.0,0.98
1310,77.38193183769458,70.24828902107333,7.468077113525723,NOMINAL,30.0,500.0,0.98
1315,78.48778330729091,70.26407120094393,8.53594797700869,NOMINAL,30.0,500.0,0.98
1320,78.86886517668914,70.27799096975207,8.880887574845914,NOMINAL,30.0,500.0,0.98
1325,78.3641908612926,70.29004659978455,8.341911575742557,NOMINAL,30.0,500.0,0.98
1330,79.79498297057208,70.30023700271977,9.740244795145514,NOMINAL,30.0,500.0,0.98
1335,78.25216377271167,70.30855998909988,8.166811660590696,NOMINAL,30.0,500.0,0.98
1340,78.73343226746331,70.31501337371202,8.619313285240793,NOMINAL,30.0,500.0,0.98
1345,79.00280840250927,70.31962574558298,8.861771684912057,NOMINAL,30.0,500.0,0.98
1350,79.6398225815823,70.32235219065421,9.473719286840677,NOMINAL,30.0,500.0,0.98
1355,78.18076758895035,70.32320500289791,7.991450854795801,NOMINAL,30.0,500.0,0.98
1360,79.45755887428956,70.32223624176368,9.246883774562576,NOMINAL,30.0,500.0,0.98
1365,78.85613818787034,70.31947699850491,8.625961689721251,NOMINAL,30.0,500.0,0.98
1370,78.33307905292328,70.31485299048472,8.085259974588396,NOMINAL,30.0,500.0,0.98
1375,79.02546465199414,70.30839071286204,8.761863621130274,NOMINAL,30.0,500.0,0.98
1380,78.86229088449072,70.30014317403902,8.584770297051236,NOMINAL,30.0,500.0,0.98
1385,78.42877009199287,70.29014556905298,8.139194044085059,NOMINAL,30.0,500.0,0.98
1390,78.72766731026594,70.27844557073604,8.42790086912369,NOMINAL,30.0,500.0,0.98
1395,78.46177003968265,70.26500473409692,8.15367746147055,NOMINAL,30.0,500.0,0.98
1400,78.67062576334524,70.24983383664932,8.356068663986491,NOMINAL,30.0,500.0,0.98
1405,78.90216346203286,70.23294949837612,8.582999134587538,NOMINAL,30.0,500.0,0.98
1410,79.31914321985953,70.21436890608896,8.997223085558275,NOMINAL,30.0,500.0,0.98
1415,77.86008761747321,70.19410976301685,7.537255798851632,NOMINAL,30.0,500.0,0.98
1420,79.49621765114192,70.17219024153121,9.17430965708165,NOMINAL,30.0,500.0,0.98
1425,77.40223148882801,70.14862893877063,7.083073002475302,NOMINAL,30.0,500.0,0.98
1430,78.24885217990852,70.12344483495878,7.934257941439981,NOMINAL,30.0,500.0,0.98
1435,78.56329568832501,70.0966572542265,8.255068465386671,NOMINAL,30.0,500.0,0.98
1440,78.35197826420541,70.06828582776944,8.051907903594227,NOMINAL,30.0,500.0,0.98
1445,77.84046210579469,70.03835045918885,7.55032466058843,NOMINAL,30.0,500.0,0.98
1450,77.98609729367338,70.006871291876,7.707654220571911,NOMINAL,30.0,500.0,0.98
1455,77.78005538618945,69.97386867831534,7.515052808311992,NOMINAL,30.0,500.0,0.98
1460,77.66635661951231,69.93936315118879,7.416524650317896,NOMINAL,30.0,500.0,0.98
1465,78.31844453787846,69.90337539617576,8.08549666224593,NOMINAL,30.0,500.0,0.98
