Hour,Sat_0_Temp_C,Sat_1_Temp_C,Sat_2_Temp_C,Sat_3_Temp_C,Sat_4_Temp_C,Sat_5_Temp_C,Sat_6_Temp_C,Sat_7_Temp_C,Sat_8_Temp_C,Sat_9_Temp_C
155,116.23413859043603,42.80636677058703,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23413859043603,42.80636677058703,13.62106946598169,-8.427585481413985,-8.427585481413985
156,116.23411266087186,42.799820715002,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23411266087186,60.66493899959238,13.62106946598169,-8.427585481413985,-8.427585481413985
157,116.23408656455376,42.793274262574414,-8.427585481413985,-8.427585481413985,-8.427585481413985,139.4576762585899,42.793274262574414,13.62106946598169,-8.427585481413985,-8.427585481413985
158,116.23406030148135,42.78672741329336,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23406030148135,42.78672741329336,13.62106946598169,-8.427585481413985,-8.427585481413985
159,116.23403387165473,42.780180167148444,-8.427585481413985,-8.427585481413985,27.370706968053867,116.23403387165473,42.780180167148444,13.62106946598169,-8.427585481413985,-8.427585481413985
160,116.2340072750739,42.773632524128686,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.2340072750739,42.773632524128686,13.62106946598169,-8.427585481413985,-8.427585481413985
161,116.23398051173854,42.767084484223346,-8.427585481413985,26.196144810135877,-8.427585481413985,116.23398051173854,42.767084484223346,13.62106946598169,-8.427585481413985,-8.427585481413985
162,116.23395358164873,42.76053604742185,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23395358164873,42.76053604742185,13.62106946598169,-8.427585481413985,-8.427585481413985
163,116.23392648480439,42.75398721371346,13.50900096170676,-8.427585481413985,-8.427585481413985,116.23392648480439,42.75398721371346,13.62106946598169,-8.427585481413985,-8.427585481413985
164,116.23389922120526,75.20717271302487,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23389922120526,42.74743798308725,13.62106946598169,-8.427585481413985,-8.427585481413985
165,116.2338717908516,42.74088835553266,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.2338717908516,42.74088835553266,13.62106946598169,-8.427585481413985,-8.427585481413985
166,116.23384419374298,42.734338331038884,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23384419374298,42.734338331038884,13.62106946598169,-8.427585481413985,-8.427585481413985
167,116.23381642987937,42.72778790959535,-8.427585481413985,-8.427585481413985,-8.427585481413985,116.23381642987937,42.72778790959535,13.62106946598169,-8.427585481413985,-8.427585481413985
