time,power_w,T_cpu_measured,T_cpu_real,T_cpu_estimated,T_rad_measured,T_rad_real,estimated_C,estimated_eps,residual
2130,0.0,-9.562703732435299,-9.873036698724036,-9.742088646511775,-17.812497490688187,-17.736210960124794,178.5389953135973,0.804442043080755,0.1793849140764756
2135,0.0,-9.842117412892447,-9.978003680890595,-9.854383679805892,-17.3821566217805,-17.814302928328857,178.5593087547751,0.8037961122193703,0.012266266913444568
2140,0.0,-10.26493781805036,-10.081961377638663,-9.964663770945435,-18.479919405107747,-17.892212042336354,178.07122527753046,0.819601657429004,-0.30027404710492434
2145,0.0,-9.722956569261253,-10.184947802492843,-10.07330592445146,-18.44389534542329,-17.96993557006877,178.6335514750962,0.801167907402016,0.3503493551902075
2150,0.0,-9.886660715339701,-10.286999117529547,-10.179758331972039,-16.723435811352374,-18.0474711403196,179.09286723557074,0.7857527171863903,0.2930976166323376
2155,0.0,-9.764729180341543,-10.388149732384022,-10.284180049129532,-18.006556461045818,-18.124816716602822,179.8890103388034,0.758443541476761,0.5194508687879882
2160,0.0,-9.826523908481809,-10.488432397696215,-10.386457643569429,-18.269953988697146,-18.201970572659377,180.7255328147651,0.7290175071334629,0.5599337350876201
2165,0.0,-10.226398370737947,-10.587878293317203,-10.486635016026412,-18.5360157994809,-18.278931269524122,181.10442712022945,0.7153465805447411,0.26023664528846524
2170,0.0,-10.575042661924282,-10.686517111578098,-10.58499868963628,-18.656803849270545,-18.355697634060704,181.11862516712145,0.7148237596588918,0.009956027711996995
2175,0.0,-11.036273938472856,-10.784377135905345,-10.68175529539127,-18.34160705537614,-18.432268738877383,180.62153707783608,0.7334337368518286,-0.35451864308158676
2180,0.0,-10.142760758825553,-10.881485315050611,-10.777181813790037,-18.194919622437407,-18.508643883540685,181.5009563386331,0.7001427688302886,0.6344210549644842
2185,0.0,-10.374713778795833,-10.977867333187646,-10.870596171763395,-17.81354010903203,-18.58482257700922,182.17034382868135,0.6741308211509982,0.4958823929675624
2190,0.0,-10.87555582087012,-11.07354767611264,-10.96215788276038,-19.2407406931843,-18.660804521213862,182.28446783338853,0.6695896196050161,0.08660206189025921
2195,0.0,-11.12975225562956,-11.16854969377215,-11.052161621599168,-18.965560622293502,-18.73658959571452,182.1840562938184,0.6736568870965711,-0.07759063403039157
2200,0.0,-11.044519836163634,-11.26289565932899,-11.140717843684342,-18.471743218536155,-18.812177843368033,182.30657191535096,0.6686159329174973,0.09619800752070873
2205,0.0,-10.924619407057488,-11.356606824963933,-11.227737308117355,-18.779940635962973,-18.887569456945585,182.68553602397841,0.6527372676158945,0.303117901059867
2210,0.0,-11.731906223876639,-11.4497034745998,-11.313130798610928,-18.959613234806394,-18.96276476664073,182.17299032930245,0.6746674368659052,-0.41877542526571077
2215,0.0,-11.056006635785428,-11.54220497372421,-11.397336041029405,-18.19738935046888,-19.03776422841375,182.5859617118267,0.6567986606438768,0.34132940524397704
